ID,Number,Stream,Sample_Name,Site_Code,Date,Time,BOTTLE_NOTES,SAMPLE_TTYPE,Temp,Chla,Turbidity,TSS,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,NO3_N,NH4_N,DIN,DON,ANC,H,Ca,Mg,Na,K,NH4,F,CL,NO3,PO4,SO4,ANIONS,CATIONS,ION,DIFF,BASES,ACIDS,ALK,%ION,DIFF,%_COND,COND,LAB_NOTES
FCW 1100,1100,Peterson Reservoir,PTRR_092821,PTRR,9/28/2021,11:15,,NORM,,0.8,9.3,77.4,5.22,0.49,6.77,181.45,39.35,1.68,0.13,1.33,0.53,3.95,0.05,1.05,0.09,0,7.93,0.02,0.1,0.12,0.37,181.45,0.17,197.26,43.45,73.21,33.89,7.04,2.47,29.54,1.45,0,165.02,379.93,355.01,734.94,3.39,347.8,196,151.79,OK,3.85,OK,40.86,
FCW 1101,1101,Joe Wright Reservoir Inflow,JOEI_092821,JOEI,9/28/2021,12:05,,NORM,,0.5,2,1.9,3.89,0.14,7.49,713.06,68.41,3.64,0.03,0.62,1.49,6.14,0.1,1.97,0.1,0,2.76,0.02,0.02,0.04,0.1,713.06,0.03,306.54,122.28,158.37,15.96,1.44,5.42,55.66,1.55,0,57.38,833.08,604.62,1437.7,15.89,603.15,114.59,488.56,OK,2.54,OK,70.15,pH and ions confirmed
FCW 1102,1102,Joe Wright Reservoir,JOER_092821,JOER,9/28/2021,12:30,,DUPLICATE,,1.42,2.2,3.4,3.45,0.16,7,363.18,51.42,1.4,0.02,0.64,1.43,6.99,0.1,0.47,0.01,0,3.84,0,0.02,0.02,0.14,363.18,0.1,348.8,118,60.94,16.27,1.16,5.26,13.26,0.22,0,80.05,461.97,545.27,1007.24,-8.27,544.01,93.53,450.48,OK,-1.9,OK,50.45,
FCW 1103,1103,Joe Wright Reservoir,JOER_092821,JOER,9/28/2021,12:30,,NORM,,1.45,2.5,3,3.51,0.15,6.98,361.96,50.49,1.43,0.02,0.64,1.41,6.93,0.1,0.51,0.01,0,3.85,0,0.01,0.01,0.14,361.96,0.11,345.61,115.86,62.07,16.34,0.94,5.32,14.26,0.1,0,80.19,461.82,540.93,1002.75,-7.89,539.88,94.55,445.34,OK,-0.47,OK,50.25,
FCW 1104,1104,Chambers Lake Inflow,CBRI_092821,CBRI,9/28/2021,13:00,,NORM,,1.18,3.6,0.2,4.33,0.18,6.98,343.68,48.86,1.46,0.03,0.68,1.34,6.72,0.08,0.58,0.15,0,3.36,0.03,0.02,0.05,0.13,343.68,0.1,335.33,110.35,63.46,17.47,1.5,4.37,16.27,2.34,0,69.9,436.56,528.21,964.77,-9.5,526.61,88.51,438.1,OK,-0.85,OK,48.44,
FCW 1105,1105,Barnes Meadow Reservoir Outflow,BMD_092821,BMD,9/28/2021,13:30,,NORM,,2.05,9.3,6.6,6.11,0.6,7.03,349.87,56.95,2.4,0.28,1.29,1.07,5.01,0.05,1.74,0.04,0,7.73,0.01,0.22,0.23,0.37,349.87,0.09,250.1,87.97,104.22,32.97,15.47,2.53,49.13,0.69,0,160.9,563.13,490.82,1053.94,6.86,475.25,210.73,264.53,OK,-1.28,OK,56.22,
FCW 1106,1106,Barnes Meadow Reservoir,BRNR_092821,BRNR,9/28/2021,13:45,,NORM,,3.1,3.2,3.6,7.33,0.3,7.18,457.34,68.84,2.65,0.02,1.32,1.01,8.11,0.05,1.95,0.02,0,11.2,0,0.02,0.02,0.28,457.34,0.07,404.74,82.78,115.14,33.84,1.22,2.84,54.96,0.33,0,233.22,748.68,637.78,1386.47,8,636.5,288.5,347.99,OK,7.18,OK,73.78,
FCW 1107,1107,Chambers Lake,CBRR_092821,CBRR,9/28/2021,14:10,,NORM,,0.72,5,7.6,5.22,0.17,7.08,391.67,43.46,1.57,0.04,0.83,0.93,4.43,0.07,0.61,0.01,0,3.58,0,0.03,0.04,0.14,391.67,0.08,221.26,76.75,68.29,21.18,2.38,3.84,17.32,0.14,0,74.59,487.56,389.94,877.5,11.12,387.48,92.05,295.43,OK,0.9,OK,43.85,
FCW 1108,1108,Chambers Lake Outflow,CHD_092821,CHD,9/28/2021,14:25,,NORM,,1.15,3.1,1.6,4.22,0.19,7.02,402.75,42.77,1.6,0.03,0.85,0.95,4.46,0.07,0.61,0.02,0,3.61,0.01,0.02,0.03,0.16,402.75,0.1,222.55,77.93,69.77,21.71,1.66,3.74,17.28,0.38,0,75.06,499.21,393.72,892.94,11.81,391.97,92.72,299.24,OK,4.2,OK,44.57,
FCW 1164,1164,Long Draw Reservoir,LNGR_101321,LNGR,10/13/2021,,,NORM,,2.18,12,,4.31,0.27,6.98,290.69,44.06,1.22,0.02,0.61,0.82,4.93,0.26,0.23,0.21,0,7.66,0.05,0.02,0.07,0.2,290.69,0.1,245.91,67.15,53.02,15.5,1.33,13.9,6.42,3.4,0,159.58,473.99,383.01,857,10.62,381.58,169.4,212.18,OK,1.01,OK,44.5,
FCW 1165,1165,Long Draw Reservoir Outflow,LNGO_101321,LNGO,10/13/2021,,,NORM,,1.05,14,,3.41,0.2,7.01,329.23,46.64,1.74,0.09,0.77,0.99,5.27,0.22,0.35,0.15,0,6.41,0.03,0.07,0.1,0.1,329.23,0.1,263.12,81.79,75.86,19.77,4.82,11.63,9.94,2.45,0,133.38,486.63,445.47,932.1,4.42,440.55,145.77,294.78,OK,2.45,OK,47.78,Salt contamination?
FCW 1166,1166,Peterson Reservoir Outflow,PTRO_101321,PTRO,10/13/2021,,,NORM,,2.35,9.5,,3.96,0.3,7.07,285.02,37.69,2.47,0.03,1.31,0.44,3.22,0.04,1.33,0.26,0,3.42,0.06,0.02,0.08,0.22,285.02,0.09,160.78,36.54,107.44,33.43,1.72,2.11,37.44,4.24,0,71.26,400.08,339.99,740.06,8.12,338.18,112.95,225.23,OK,2.22,OK,38.52,
FCW 1167,1167,Peterson Reservoir,PTRR_101321,PTRR,10/13/2021,,,NORM,,1.53,11,,5.41,0.47,6.89,192.31,39.53,1.73,0.12,1.31,0.51,3.51,0.04,1.08,0.13,0,7.82,0.03,0.09,0.12,0.35,192.31,0.13,175.3,42.13,75.38,33.58,6.43,2.32,30.44,2.08,0,162.75,389.9,332.95,722.86,7.88,326.39,195.28,131.12,OK,1.48,OK,40.11,
FCW 1168,1168,Joe Wright Reservoir Inflow,JOEI_101321,JOEI,10/13/2021,,,NORM,,0.29,1.3,1.6,3.77,0.15,7.27,549.03,67.64,2.41,0.01,0.65,1.32,6.56,0.12,1.37,0.56,0,7.54,0.13,0,0.13,0.02,549.03,0.05,327.5,108.62,104.66,16.57,0.28,6.05,38.52,9.01,0,157.06,759.68,557.67,1317.35,15.33,557.34,204.59,352.75,OK,-0.77,OK,67.12,pH and ions confirmed
FCW 1169,1169,Joe Wright Reservoir,JOER_101321,JOER,10/13/2021,,,NORM,,2.78,4.5,,3.23,0.15,7.18,394.35,51.46,1.5,0.01,0.63,1.44,6.59,0.09,0.57,0.01,0,3.87,0,0,0.01,0.14,394.35,0.07,328.69,118.41,65.29,16.14,0.28,4.84,15.98,0.15,0,80.63,495.95,528.88,1024.82,-3.21,528.53,96.76,431.77,OK,-0.6,OK,51.15,
FCW 1170,1170,Chambers Lake Inflow,CBRI_101321,CBRI,10/13/2021,,,NORM,,1.58,3.9,,3.96,0.18,7.22,471.8,60.74,2.29,0.03,0.85,1.47,7.59,0.08,1.1,0.06,0,3.37,0.01,0.02,0.03,0.14,471.8,0.06,378.84,120.72,99.57,21.84,1.44,4.11,30.98,1.02,0,70.08,577.98,622.47,1200.45,-3.71,620.97,102.08,518.89,OK,-1.43,OK,59.87,Possible salt contamination?
FCW 1171,1171,Barnes Meadow Reservoir Outflow,BMD_101321,BMD,10/13/2021,,,NORM,,1.97,10.5,,5.98,0.57,7.2,372.75,62.07,2.54,0.21,1.29,1.07,5.75,0.05,1.8,0,0,10.81,0,0.16,0.16,0.41,372.75,0.06,286.78,88.13,110.53,32.87,11.75,2.42,50.75,0.02,0,225.09,651.04,530.12,1181.15,10.24,518.3,275.86,242.44,OK,2.74,OK,63.77,
FCW 1172,1172,Barnes Meadow Reservoir,BRNR_101321,BRNR,10/13/2021,,,NORM,,4.6,5,,7.09,0.34,7.24,476.04,74.96,2.61,0.03,1.27,1.09,8.05,0.07,1.87,0.01,0,10.62,0,0.02,0.02,0.32,476.04,0.06,401.5,89.69,113.44,32.35,1.44,3.74,52.82,0.15,0,221.12,753.87,638.49,1392.35,8.29,636.99,274.09,362.9,OK,-1.9,OK,73.54,
FCW 1173,1173,Barnes Meadow Reservoir,BRNR_101321,BRNR,10/13/2021,,,DUPLICATE,,4.49,7,,7.11,0.34,7.23,453.94,71.26,2.57,0.03,1.28,1.09,7.95,0.04,1.86,0.03,0,10.61,0.01,0.02,0.03,0.31,453.94,0.06,396.76,89.28,111.83,32.66,1.55,2.32,52.43,0.45,0,220.82,729.95,632.14,1362.1,7.18,630.53,273.7,356.83,OK,1.37,OK,72.23,
FCW 1174,1174,Chambers Lake,CBRR_101321,CBRR,10/13/2021,,,NORM,,1.61,35.8,,4.99,0.18,7.23,425.54,43.81,1.65,0.01,0.82,0.93,3.95,0.08,0.68,0.02,0,3.85,0.01,0.01,0.02,0.16,425.54,0.06,197.31,76.77,71.64,20.97,0.78,4.32,19.06,0.38,0,80.07,529.36,367.53,896.89,18.04,366.69,99.51,267.19,OK,1.9,OK,44.64,
FCW 1175,1175,Chambers Lake Outflow,CMD_101321,CHD,10/13/2021,,,NORM,,2.23,6.9,,3.87,0.18,7.2,414.3,44.97,1.74,0.04,0.82,0.87,4.23,0.1,0.82,0.02,0,3.87,0,0.03,0.03,0.15,414.3,0.06,211.08,71.18,75.56,20.87,1.94,5,23,0.36,0,80.5,523.16,380.69,903.84,15.76,378.68,103.85,274.83,OK,0.53,OK,45.21,
FCW 1207,1207,Joe Wright Reservoir Inflow,JOEI_102621,JOEI,10/26/2021,9:15,,NORM,,0.28,1.5,,4.14,0.24,7.12,582.73,64.39,2.24,0.01,0.65,1.07,4.95,0.18,0.92,0.68,0,9.47,0.15,0.01,0.16,0.08,582.73,0.08,246.81,88.29,97.35,16.65,0.67,9.69,26.08,10.9,0,197.24,826.63,449.84,1276.47,29.52,449.1,234.21,214.89,OK,1.22,OK,65.18,
FCW 1208,1208,Joe Wright Reservoir Inflow,JOEI_102621,JOEI,10/26/2021,9:15,,DUPLICATE,,0.26,1.5,,4.02,0.23,7.12,593.54,65.59,2.26,0,0.65,1.09,4.93,0.17,0.92,0.67,0,9.44,0.15,0,0.15,0.08,593.54,0.08,245.98,90.02,98.17,16.68,0.17,8.79,26.06,10.73,0,196.55,835.67,451.1,1286.77,29.89,450.86,233.34,217.52,OK,0.07,OK,65.63,
FCW 1209,1209,Joe Wright Reservoir,JOER_102621,JOER,10/26/2021,9:45,,NORM,,2.24,4,,4.01,0.14,6.99,423.31,50.32,1.52,0.01,0.69,1.42,6.27,0.15,0.56,0.05,0,3.93,0.01,0.01,0.02,0.13,423.31,0.1,312.72,116.56,66.16,17.6,0.39,8,15.82,0.87,0,81.89,529.89,513.53,1043.42,1.57,513.04,98.58,414.46,OK,2.94,OK,51.8,
FCW 1210,1210,Chambers Lake Inflow,CBRI_102621,CBRI,10/26/2021,10:15,,NORM,,1.22,3.5,,4.67,0.2,7.24,541.29,60.19,2.3,0.01,0.93,1.38,6.18,0.08,1.06,0.3,0,3.66,0.07,0.01,0.08,0.13,541.29,0.06,308.26,113.47,100.13,23.71,0.78,4.26,29.86,4.78,0,76.16,656.35,546.41,1202.76,9.14,545.57,110.8,434.78,OK,-0.94,OK,59.63,
FCW 1211,1211,Barnes Meadow Reservoir Outflow,BMD_102621,BMD,10/26/2021,10:35,,NORM,,1.01,15,,7.46,0.38,6.99,518.47,66.97,2.57,0.03,1.36,0.84,5.38,0.07,1.79,0.15,0,11.25,0.03,0.02,0.06,0.32,518.47,0.1,268.51,69.2,111.61,34.71,1.72,3.74,50.37,2.36,0,234.19,809.12,485.86,1294.98,24.96,484.04,286.92,197.12,OK,2.33,OK,68.54,
FCW 1212,1212,Barnes Meadow Reservoir,BRNR_102621,BRNR,10/26/2021,11:15,,NORM,,3.34,4,,7.58,0.34,7.08,523.99,71.34,2.55,0.02,1.35,0.85,6.45,0.05,1.77,0.01,0,11.03,0,0.01,0.01,0.33,523.99,0.08,321.88,69.62,110.7,34.58,0.94,2.58,50.02,0.11,0,229.69,806.39,537.8,1344.19,19.98,536.78,279.82,256.95,OK,-0.55,OK,70.94,
FCW 1213,1213,Chambers Lake,CBRR_102621,CBRR,10/26/2021,11:45,,NORM,,2.08,5.5,,4.33,0.18,7.15,459.11,44.74,1.69,0.01,0.9,0.71,3.65,0.08,0.76,0.09,0,4.08,0.02,0.01,0.03,0.15,459.11,0.07,181.99,58.22,73.34,23.07,0.5,4.16,21.31,1.45,0,85.02,571.04,337.18,908.22,25.75,336.61,107.78,228.83,OK,1.16,OK,45.26,
FCW 1214,1214,Chambers Lake Outflow,CHD_102621,CHD,10/26/2021,12:20,,NORM,,2.41,3.5,,4.49,0.2,7.19,468.46,46.51,1.74,0.01,0.92,0.73,3.73,0.07,0.75,0.09,0,4.12,0.02,0,0.03,0.17,468.46,0.06,185.95,60.28,75.47,23.43,0.33,3.47,21.08,1.52,0,85.69,580.22,345.52,925.74,25.35,345.13,108.29,236.83,OK,-0.83,OK,46.12,
